#### EXPORT DONNEES METEO POUR "BISCARROSSE" (LAT/LON: 44.3946602/-1.164218)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-06-06,20,17,20,17,19,18,0.2,77,9.375,1022,52.75,20,14,17,116,116,122,0,5,12.5,météo favorable,21:46:00,06:21:00,17
2022-06-07,20,18,21,18,20,20,0.1,76,10,1022,38.25,20,16,18,116,113,113,0,4,13.5,météo favorable,21:47:00,06:21:00,19
2022-06-08,20,18,21,18,20,20,0,82,10,1020,80.625,20,17,18,119,122,119,0,5,9.5,météo défavorable,21:47:00,06:20:00,18
2022-06-09,20,18,26,18,20,20,0.3,79,10,1024,56,20,16,18,176,116,113,0,4,12.5,météo correcte,21:48:00,06:20:00,18
2022-06-10,23,14,26,14,23,22,0,87,10,1024,22.625,25,16,14,113,116,116,0,5,14.5,météo favorable,21:49:00,06:20:00,15
2022-06-11,22,17,24,17,22,22,0,79,10,1022,27.125,25,18,17,113,122,113,0,6,13.5,météo correcte,21:49:00,06:20:00,17
2022-06-12,23,18,14,18,22,23,0.2,86,10,1022,18.75,25,18,18,176,113,113,0,6,14.5,météo favorable,21:50:00,06:20:00,19
2022-06-13,28,18,15,18,25,28,0,89,10,1022,23.5,30,19,18,116,113,113,0,6,14.5,météo idéale,21:50:00,06:20:00,19
2022-06-14,31,18,16,18,31,26,0.2,57,10,1017,16.625,31,19,18,113,113,113,0,7,13.5,météo idéale,21:51:00,06:19:00,19
2022-06-15,27,20,19,20,27,26,0.1,86,10,1016,9.625,29,21,20,113,113,113,0,5,14.5,météo idéale,21:51:00,06:19:00,20
2022-06-16,32,19,10,19,31,31,0,68,10,1019,12.875,35,20,19,116,113,113,0,7,14.5,météo favorable,21:51:00,06:19:00,19
2022-06-17,31,20,17,20,31,29,0,87,10,1019,4.375,35,21,20,113,113,113,0,7,14.5,météo favorable,21:52:00,06:19:00,21
2022-06-18,37,21,14,21,37,33,0.2,78,9.875,1017,11.5,39,20,21,113,113,113,0,8,13.5,météo favorable,21:52:00,06:20:00,24
2022-06-19,23,20,18,20,22,23,0.4,88,9.875,1013,40.25,25,19,20,122,113,113,0,5,14.5,météo favorable,21:52:00,06:20:00,20
2022-06-20,24,19,21,19,24,24,0,82,10,1013,9.625,26,19,19,113,113,113,0,6,14.5,météo idéale,21:53:00,06:20:00,19
2022-06-21,24,19,22,19,23,22,0.2,89,10,1010,20.375,25,18,19,113,113,116,0,5,14.5,météo idéale,21:53:00,06:20:00,19
2022-06-22,22,18,19,18,21,22,2.4,94,9.875,1012,48,25,17,18,353,176,113,0,5,13.5,météo favorable,21:53:00,06:20:00,18
2022-06-23,23,17,13,17,22,22,0.2,90,10,1012,47.875,25,17,17,113,176,116,0,6,11.5,météo favorable,21:53:00,06:21:00,19
2022-06-24,21,18,26,18,20,21,1.9,83,9.875,1015,52,21,17,18,353,353,113,0,4,12.5,météo correcte,21:53:00,06:21:00,19
2022-06-25,19,17,26,17,18,18,1,88,10,1015,84.75,19,16,17,176,353,353,0,4,9.6,météo défavorable,21:53:00,06:21:00,18
2022-06-26,18,15,11,15,16,18,0.4,86,10,1016,79.5,18,13,15,119,176,122,0,5,9.6,météo défavorable,21:53:00,06:22:00,16
2022-06-27,20,17,17,17,19,20,0,69,10,1024,43.875,20,12,17,119,113,113,0,5,13.5,météo favorable,21:53:00,06:22:00,17
2022-06-28,23,14,18,14,22,23,0,79,10,1024,5.125,25,16,13,113,113,113,0,5,14.5,météo favorable,21:53:00,06:22:00,16
2022-06-29,21,17,21,17,20,20,0.1,75,10,1019,25.75,21,15,17,113,113,119,0,5,12.5,météo favorable,21:53:00,06:23:00,17
2022-06-30,20,17,18,17,18,20,0.3,75,10,1020,55.625,20,13,17,176,176,113,0,5,12.5,météo correcte,21:53:00,06:23:00,18
2022-07-01,23,14,19,14,20,23,0,77,10,1021,21,25,15,14,116,113,113,0,5,14.5,météo favorable,21:53:00,06:24:00,15
2022-07-02,29,16,28,16,29,23,0,65,10,1020,4.75,29,17,16,113,113,113,0,6,14.5,météo idéale,21:53:00,06:24:00,16
2022-07-03,22,18,20,18,22,21,0.3,69,10,1022,25.375,25,16,18,113,176,113,0,6,12.5,météo favorable,21:53:00,06:25:00,19
2022-07-04,23,18,15,18,21,23,0.8,87,9.875,1022,41.5,25,17,18,353,176,113,0,6,12.5,météo favorable,21:52:00,06:26:00,18
2022-07-05,26,19,21,19,23,26,0,83,10,1023,10.875,27,18,19,113,113,113,0,6,14.5,météo idéale,21:52:00,06:26:00,19
2022-07-06,24,18,28,18,24,24,0,62,10,1023,13.5,26,16,18,113,113,113,0,6,14.5,météo idéale,21:52:00,06:27:00,19
2022-07-07,23,17,22,17,22,23,0,68,10,1027,6.125,25,18,17,113,113,113,0,6,14.5,météo favorable,21:51:00,06:28:00,19
2022-07-08,27,18,26,18,26,27,0,93,10,1027,5.375,28,18,18,113,113,113,0,6,14.5,météo idéale,21:51:00,06:28:00,19
2022-07-09,29,18,23,18,29,26,0,65,10,1025,0,30,19,18,113,113,113,0,6,14.5,météo idéale,21:50:00,06:29:00,19
2022-07-10,31,19,21,19,31,28,0,63,10,1021,0,31,18,19,113,113,113,0,7,14.5,météo idéale,21:50:00,06:30:00,21
2022-07-11,30,19,19,19,30,27,0,60,10,1016,0,31,19,19,113,113,113,0,7,14.5,météo idéale,21:49:00,06:31:00,22
2022-07-12,31,20,18,20,31,28,0,62,10,1018,0,33,18,20,113,113,113,0,7,14.5,météo idéale,21:49:00,06:31:00,21
2022-07-13,28,21,14,21,26,26,0,55,10,1020,6.625,29,18,21,113,116,113,0,7,14.5,météo favorable,21:48:00,06:32:00,22
2022-07-14,28,21,21,21,26,26,0,60,10,1020,3.375,29,19,21,113,113,113,0,6,14.5,météo idéale,21:47:00,06:33:00,22
2022-07-15,30,19,23,19,30,27,0,61,10,1020,5.25,30,17,19,113,113,113,0,7,14.5,météo idéale,21:47:00,06:34:00,21
2022-07-16,34,20,15,20,33,33,0,48,10,1018,10.75,35,17,20,113,113,113,0,7,14.5,météo favorable,21:46:00,06:35:00,22
2022-07-17,36,22,16,22,35,36,0,51,10,1017,14.375,37,16,22,116,113,113,0,8,14.5,météo favorable,21:45:00,06:36:00,24
2022-07-18,38,23,17,23,37,34,0,47,10,1015,0.125,40,21,23,113,113,113,0,8,14.5,météo correcte,21:45:00,06:37:00,24
2022-07-19,24,21,23,21,23,24,0,79,10,1019,37.125,26,21,21,119,116,113,0,6,13.5,météo favorable,21:44:00,06:38:00,22
2022-07-20,23,20,17,20,22,23,0.3,84,10,1022,47.875,25,18,20,116,176,116,0,5,11.4,météo favorable,21:43:00,06:39:00,20
2022-07-21,26,17,25,17,26,26,0,92,10,1024,8.5,28,21,17,116,113,113,0,6,14.5,météo idéale,21:42:00,06:40:00,19
2022-07-22,22,20,24,20,22,21,0.1,84,10,1022,56.125,25,18,20,113,119,122,0,6,9.4,météo correcte,21:41:00,06:41:00,20
2022-07-23,25,18,17,18,22,25,0,77,10,1022,31,26,19,18,119,113,113,0,5,14.5,météo favorable,21:40:00,06:42:00,19
2022-07-24,31,18,21,18,31,27,0,63,10,1020,1,32,20,18,113,113,113,0,7,14.5,météo idéale,21:39:00,06:43:00,19
2022-07-25,23,20,22,21,23,22,0.2,78,10,1021,61.875,25,19,21,116,116,176,0,6,11.4,météo correcte,21:38:00,06:44:00,22
2022-07-26,23,19,19,19,22,22,0,69,10,1022,39.75,25,15,19,119,113,113,0,5,13.5,météo favorable,21:37:00,06:45:00,19
2022-07-27,23,18,17,18,22,22,0,77,10,1019,15.75,25,16,18,116,113,113,0,6,14.5,météo favorable,21:36:00,06:46:00,18
2022-07-28,22,19,15,19,22,22,0,74,10,1017,32.125,25,15,19,116,116,116,0,6,14.5,météo favorable,21:35:00,06:47:00,19
2022-07-29,22,18,18,19,21,22,0,78,10,1020,50.75,25,16,19,122,119,116,0,6,12.4,météo correcte,21:34:00,06:48:00,18
2022-07-30,25,19,17,19,24,25,0,82,10,1022,2.125,27,19,19,113,113,113,0,6,14.5,météo idéale,21:32:00,06:49:00,19
2022-07-31,26,19,21,19,25,26,0,85,10,1022,1.25,28,21,19,113,113,113,0,6,14.5,météo idéale,21:31:00,06:50:00,19
2022-08-01,28,20,17,20,27,26,0,88,10,1019,2.25,30,21,20,113,113,113,0,6,14.5,météo idéale,21:30:00,06:51:00,20
2022-08-02,26,20,21,20,25,26,0,86,10,1018,3,28,19,20,113,113,113,0,6,14.5,météo idéale,21:29:00,06:53:00,20
2022-08-03,26,21,16,21,26,24,0.1,72,10,1014,16,28,20,21,113,116,176,0,6,13.4,météo favorable,21:28:00,06:54:00,21
2022-08-04,26,21,14,21,25,24,0,90,10,1015,12.25,29,22,21,113,113,116,0,6,14.5,météo idéale,21:26:00,06:55:00,21
2022-08-05,25,21,16,21,23,25,0.3,84,10,1018,26.25,26,19,21,176,113,113,0,5,14.5,météo idéale,21:25:00,06:56:00,21
2022-08-06,27,19,17,19,25,27,0,69,10,1018,7.25,28,19,19,113,113,113,0,6,14.5,météo idéale,21:23:00,06:57:00,21
2022-08-07,29,19,26,19,29,27,0,53,10,1018,2.75,29,17,19,113,113,113,0,7,14.5,météo idéale,21:22:00,06:58:00,21
2022-08-08,30,19,23,19,30,27,0,51,10,1017,14.5,30,17,19,116,113,113,0,7,14.5,météo idéale,21:21:00,06:59:00,21
2022-08-09,30,20,21,20,30,27,0,52,10,1018,8.5,30,17,20,113,113,113,0,7,14.2,météo idéale,21:19:00,07:01:00,22
2022-08-10,32,21,21,21,32,27,0,48,10,1016,6.75,33,18,21,113,113,116,0,7,14.2,météo idéale,21:18:00,07:02:00,22
2022-08-11,31,21,15,21,31,28,0,76,10,1014,8.5,34,21,21,113,113,113,0,7,14.1,météo idéale,21:16:00,07:03:00,23
2022-08-12,27,22,18,22,24,27,0,89,10,1013,7.625,30,23,22,113,113,113,0,6,14.1,météo idéale,21:15:00,07:04:00,22
2022-08-13,24,21,15,21,24,23,0.1,93,10,1013,23.125,26,20,21,113,113,113,0,6,13.4,météo idéale,21:13:00,07:05:00,21
2022-08-14,23,21,18,21,23,23,0.2,86,9.75,1012,50.125,25,20,21,176,116,113,0,6,13.4,météo favorable,21:12:00,07:06:00,21
2022-08-15,23,20,24,21,23,23,0.5,83,10,1011,68.75,25,18,21,176,176,116,0,6,11.1,météo défavorable,21:10:00,07:08:00,21
2022-08-16,23,19,17,19,22,23,0.2,88,9.875,1010,38.375,25,17,19,116,176,113,0,6,13.4,météo favorable,21:09:00,07:09:00,21
2022-08-17,22,19,30,19,22,21,2.9,84,10,1014,75.375,25,18,19,353,353,353,0,5,8.7,météo défavorable,21:07:00,07:10:00,19
2022-08-18,22,19,24,19,22,21,4.8,85,9.75,1019,70.125,25,18,19,353,353,176,0,5,11,météo défavorable,21:05:00,07:11:00,19
2022-08-19,23,20,14,20,22,23,0,73,10,1022,38,25,18,20,119,113,113,0,6,13.9,météo favorable,21:04:00,07:12:00,21
2022-08-20,24,19,21,19,23,24,0,92,10,1022,16.375,26,19,19,116,113,113,0,6,13.9,météo idéale,21:02:00,07:13:00,20
2022-08-21,22,19,18,19,22,22,0,72,10,1019,23.125,25,17,19,113,116,113,0,6,13.9,météo favorable,21:00:00,07:15:00,19
2022-08-22,23,20,14,20,22,23,0,81,10,1018,38.5,25,19,20,116,113,116,0,6,11.6,météo favorable,20:59:00,07:16:00,20
2022-08-23,25,18,24,18,25,25,0,92,10,1017,9.375,27,21,18,113,113,113,0,6,11.6,météo idéale,20:57:00,07:17:00,20
2022-08-24,25,20,17,20,24,25,0.5,78,9.75,1014,29.625,26,20,20,113,176,113,0,6,10.4,météo favorable,20:55:00,07:18:00,21
2022-08-25,22,21,21,21,22,22,0.7,92,9.875,1019,57.625,25,20,21,116,116,122,0,5,9.1,météo correcte,20:54:00,07:19:00,21
2022-08-26,21,20,22,20,20,21,0.1,90,10,1019,64.25,24,19,20,176,119,113,0,5,9.1,météo correcte,20:52:00,07:21:00,21
2022-08-27,23,20,13,20,21,23,0,69,10,1017,26.5,25,18,20,116,116,113,0,6,11.6,météo favorable,20:50:00,07:22:00,21
2022-08-28,30,19,13,19,30,30,0,71,10,1012,5.125,32,19,19,113,113,113,0,7,11.6,météo idéale,20:48:00,07:23:00,20
2022-08-29,23,20,14,20,22,22,4,86,9.5,1012,64.875,25,19,20,176,176,293,0,6,6.6,météo correcte,20:47:00,07:24:00,22
2022-08-30,25,20,18,20,25,25,0,91,10,1015,14.125,27,21,20,113,113,113,0,6,11.6,météo idéale,20:45:00,07:25:00,20
2022-08-31,22,21,15,21,22,22,0,80,10,1018,63.375,25,19,21,119,119,113,0,6,7.8,météo correcte,20:43:00,07:26:00,21
2022-09-01,23,20,16,21,22,23,0.1,76,10,1016,63.5,25,18,21,122,176,113,0,5,9.1,météo correcte,20:41:00,07:28:00,20
2022-09-02,23,20,17,20,23,22,0,84,10,1014,44,25,18,20,116,113,116,0,6,11.6,météo favorable,20:39:00,07:29:00,20
2022-09-03,23,19,16,19,22,23,0,83,10,1013,33.625,25,17,19,116,119,113,0,6,10.3,météo correcte,20:37:00,07:30:00,20
2022-09-04,29,17,14,17,29,25,0.1,84,10,1014,18.5,30,19,17,113,113,113,0,6,11.6,météo idéale,20:36:00,07:31:00,18
2022-09-05,26,19,11,19,25,25,0,80,10,1017,4.5,27,18,19,113,113,113,0,6,11.6,météo idéale,20:34:00,07:32:00,20
2022-09-06,25,19,13,19,25,23,0,81,10,1018,23.125,26,18,19,113,113,122,0,6,10.3,météo idéale,20:32:00,07:33:00,21
2022-09-07,23,17,19,17,22,22,0,78,10,1017,14.5,25,15,17,113,113,113,0,6,11.6,météo favorable,20:30:00,07:34:00,19
2022-09-08,24,19,18,19,21,24,2.7,81,9.75,1018,45.75,25,17,19,353,353,113,0,5,10.3,météo correcte,20:28:00,07:36:00,19
2022-09-09,22,20,26,20,22,22,2.7,78,10,1019,54.75,25,17,20,353,176,113,0,5,9,météo favorable,20:26:00,07:37:00,20
2022-09-10,26,18,16,18,23,26,0,78,10,1020,21.75,27,17,18,116,113,113,0,6,11.6,météo idéale,20:25:00,07:38:00,19
2022-09-11,33,18,22,18,31,32,0,64,10,1017,5.375,33,16,18,113,113,113,0,7,11.6,météo idéale,20:23:00,07:39:00,19
2022-09-12,26,22,15,22,25,25,0.3,63,9.875,1008,27.625,27,20,22,113,116,116,0,6,11.6,météo favorable,20:21:00,07:40:00,24
2022-09-13,28,21,24,22,27,27,0.5,76,9.75,1009,50.5,29,19,22,176,116,116,0,6,11.6,météo favorable,20:19:00,07:41:00,21
2022-09-14,25,22,22,22,24,24,0,76,10,1010,25.375,26,18,22,113,113,116,0,6,11.6,météo idéale,20:17:00,07:43:00,23
2022-09-15,23,20,17,20,23,22,0,74,10,1014,35.375,25,18,20,116,113,116,0,6,10.3,météo favorable,20:15:00,07:44:00,20
2022-09-16,21,19,23,19,21,19,0.1,82,10,1017,53.375,24,17,19,119,116,119,0,4,10.3,météo favorable,20:13:00,07:45:00,20
2022-09-17,22,14,21,14,20,22,0,67,10,1021,23,24,11,13,113,113,113,0,4,11.6,météo favorable,20:12:00,07:46:00,17
2022-09-18,23,13,19,13,20,23,0,56,10,1020,54.625,24,8,11,122,116,113,0,4,11.6,météo favorable,20:10:00,07:47:00,14
2022-09-19,25,13,17,13,22,25,0,58,10,1021,6.75,26,11,12,113,113,113,0,6,11.6,météo favorable,20:08:00,07:48:00,14
2022-09-20,25,13,23,13,23,24,0,61,10,1021,0,26,14,12,113,113,113,0,6,11.6,météo favorable,20:06:00,07:49:00,15
2022-09-21,25,13,17,13,22,25,0,58,10,1021,0.25,26,14,12,113,113,113,0,6,11.6,météo favorable,20:04:00,07:51:00,15
2022-09-22,21,14,14,14,20,20,0,54,10,1019,28.375,21,11,14,113,116,122,0,5,8.9,météo favorable,20:02:00,07:52:00,15
2022-09-23,22,17,12,17,21,21,0,70,10,1016,22.125,24,12,17,113,113,113,0,5,11.6,météo favorable,20:01:00,07:53:00,18
2022-09-24,20,16,21,16,19,19,0.6,81,9.75,1017,52.125,20,13,16,176,176,116,0,5,8.8,météo favorable,19:59:00,07:54:00,17
2022-09-25,19,15,17,16,19,18,1.3,79,9.75,1015,57,19,11,15,176,176,116,0,4,8.8,météo correcte,19:57:00,07:55:00,16
2022-09-26,18,15,20,15,18,18,0.5,78,9.875,1015,64.875,18,12,14,116,176,176,0,5,6,météo correcte,19:55:00,07:56:00,15
2022-09-27,19,17,30,17,18,19,1.5,67,10,1015,81.375,19,15,17,176,176,176,0,4,7.4,météo défavorable,19:53:00,07:58:00,17
2022-09-28,19,17,42,18,19,18,3.4,87,9.875,1012,72.375,19,16,18,353,176,353,0,4,7.4,météo défavorable,19:51:00,07:59:00,18
2022-09-29,17,14,14,15,15,17,3.5,85,9,1011,59.5,17,13,14,353,353,113,0,4,8.7,météo correcte,19:50:00,08:00:00,15
2022-09-30,18,15,27,15,17,17,1.5,74,9.625,1017,58.875,18,11,15,176,176,116,0,4,8.7,météo correcte,19:48:00,08:01:00,15
2022-10-01,19,16,34,18,19,19,0.3,85,10,1024,92.875,19,18,18,122,122,176,0,4,5.7,météo défavorable,18:46:00,07:02:00,17
2022-10-02,20,16,12,16,20,19,0,91,10,1027,17,20,17,16,113,113,113,0,5,11.4,météo favorable,18:44:00,07:04:00,17
2022-10-03,23,15,17,15,23,20,0,89,10,1024,11.75,25,16,15,113,113,113,0,5,11.4,météo favorable,18:42:00,07:05:00,16
2022-10-04,22,15,12,15,21,21,0,82,10,1020,0.375,25,17,15,113,113,113,0,5,11.3,météo favorable,18:40:00,07:06:00,15
2022-10-05,22,16,14,16,22,21,0,71,10,1027,2.875,25,17,16,113,113,113,0,5,11.3,météo favorable,18:38:00,07:07:00,17
2022-10-06,21,15,13,15,19,21,0,88,10,1030,34.75,21,16,14,113,116,113,0,4,10.1,météo favorable,18:36:00,07:08:00,17
2022-10-07,21,16,14,16,21,19,0,77,10,1026,18.5,21,15,16,113,113,116,0,5,11.3,météo favorable,18:35:00,07:10:00,17
2022-10-08,21,15,17,15,20,21,0,57,10,1024,16.125,21,13,14,113,116,113,0,5,11.2,météo favorable,18:33:00,07:11:00,16
2022-10-09,25,14,15,14,24,20,0,59,10,1021,2.25,26,16,13,113,113,113,0,5,11.2,météo favorable,18:31:00,07:12:00,14
2022-10-10,19,17,8,17,19,19,1,85,10,1020,61.25,19,16,17,176,353,119,0,5,7.1,météo correcte,18:29:00,07:13:00,17
2022-10-11,20,17,9,17,18,18,2.2,89,10,1022,70.625,20,16,17,116,116,353,0,4,7.1,météo défavorable,18:27:00,07:15:00,17
2022-10-12,20,17,13,17,20,19,0,85,10,1024,28.5,20,15,17,116,113,113,0,5,11.1,météo favorable,18:26:00,07:16:00,17
2022-10-13,19,15,9,15,19,18,0,79,10,1024,35,19,16,15,113,116,116,0,5,11.1,météo favorable,18:24:00,07:17:00,15
2022-10-14,19,18,25,18,19,19,1.1,92,10,1022,88.875,19,18,18,176,353,122,0,4,5.5,météo défavorable,18:22:00,07:18:00,18
2022-10-15,21,17,13,18,21,20,0,90,10,1018,38.25,21,16,18,113,113,116,0,5,10.1,météo favorable,18:20:00,07:20:00,18
2022-10-16,26,18,14,18,24,25,0,86,10,1013,8.75,27,17,18,113,113,113,0,6,11,météo idéale,18:19:00,07:21:00,19
2022-10-17,24,19,20,20,23,21,0.9,70,9.875,1022,64.125,25,16,20,119,116,176,0,6,8.5,météo correcte,18:17:00,07:22:00,20
2022-10-18,27,17,17,17,24,24,0.5,86,9.875,1023,17.5,28,17,17,113,113,113,0,5,10.9,météo idéale,18:15:00,07:24:00,17
2022-10-19,25,18,20,20,25,25,0.1,69,9.875,1017,34.375,26,16,20,122,116,200,0,6,10.9,météo favorable,18:14:00,07:25:00,20
2022-10-20,25,17,26,17,24,24,0.2,85,9.75,1013,27.5,26,15,17,113,113,113,0,5,10.9,météo idéale,18:12:00,07:26:00,17
2022-10-21,23,19,40,19,22,21,0,68,10,1014,14.125,25,15,19,113,113,113,0,6,10.8,météo favorable,18:11:00,07:27:00,21
2022-10-22,24,17,22,17,23,22,0.2,77,10,1014,33.375,25,15,17,113,113,116,0,6,10.8,météo favorable,18:09:00,07:29:00,18
2022-10-23,24,21,42,23,23,23,0,56,10,1010,21.5,25,14,23,113,113,113,0,6,10.8,météo idéale,18:07:00,07:30:00,23
2022-10-24,21,18,30,19,20,18,0,69,10,1017,13.375,21,14,19,113,113,113,0,5,10.8,météo favorable,18:06:00,07:31:00,20
2022-10-25,23,16,31,16,22,22,0,63,10,1018,39.375,25,14,16,113,116,122,0,6,8.5,météo favorable,18:04:00,07:33:00,17
2022-10-26,23,16,17,16,23,22,0.6,83,10,1017,31.375,25,15,16,113,116,116,0,5,10.7,météo favorable,18:03:00,07:34:00,18
2022-10-27,26,19,18,20,25,26,0,60,10,1018,42.625,26,12,20,116,116,116,0,6,10,météo favorable,18:01:00,07:35:00,19
2022-10-28,25,20,14,20,24,24,0,53,10,1020,57.75,26,13,20,116,113,116,0,5,8.5,météo correcte,18:00:00,07:37:00,21
2022-10-29,23,19,17,19,23,21,0,52,10,1018,29.625,25,12,19,116,116,113,0,6,8.7,météo favorable,17:59:00,07:38:00,19
2022-10-30,20,17,13,17,20,18,0,81,10,1019,28,20,14,17,116,113,113,0,5,8.7,météo favorable,17:57:00,07:39:00,17
2022-10-31,21,15,18,15,20,16,2.6,91,8.75,1019,63.875,21,15,14,116,116,266,0,4,7.1,météo correcte,17:56:00,07:41:00,15
2022-11-01,18,16,15,16,17,17,0.4,66,10,1026,48.75,18,13,16,116,122,113,0,4,7.1,météo correcte,17:54:00,07:42:00,16
2022-11-02,21,14,12,15,18,19,0,81,10,1026,30.625,24,12,13,116,113,113,0,5,8.7,météo favorable,17:53:00,07:43:00,16
2022-11-03,18,16,28,16,18,16,1,74,9.875,1020,61.875,18,14,16,116,176,176,0,5,5.4,météo correcte,17:52:00,07:45:00,16
2022-11-04,16,15,46,15,15,15,3.4,72,9.75,1021,76.5,16,10,12,353,353,353,0,4,3.8,météo défavorable,17:50:00,07:46:00,15
2022-11-05,16,13,9,13,15,14,0.3,78,10,1023,53,16,9,12,176,116,113,0,3,8.7,météo correcte,17:49:00,07:47:00,13
2022-11-06,18,12,26,12,16,17,0,71,10,1021,43.625,18,13,10,116,122,116,0,5,7,météo correcte,17:48:00,07:49:00,12
2022-11-07,20,13,19,13,20,18,0,91,10,1020,37,20,12,11,113,113,119,0,5,7,météo favorable,17:47:00,07:50:00,15
2022-11-08,19,15,25,16,19,17,0,71,10,1014,27.25,19,14,16,113,113,119,0,5,8.7,météo favorable,17:45:00,07:51:00,18
2022-11-09,18,15,11,16,15,15,0.7,87,9,1023,75.375,18,13,14,122,353,176,0,5,3.7,météo défavorable,17:44:00,07:53:00,17
2022-11-10,19,13,11,13,18,19,0,88,10,1027,9.5,19,14,12,113,113,113,0,5,8.7,météo favorable,17:43:00,07:54:00,14
2022-11-11,21,12,20,12,18,19,0,78,10,1026,3,21,12,10,113,113,113,0,5,8.7,météo favorable,17:42:00,07:55:00,12
2022-11-12,22,13,14,13,19,20,0,93,10,1027,5.25,25,13,12,113,113,113,0,5,8.7,météo favorable,17:41:00,07:57:00,14
2022-11-13,22,15,15,15,21,18,0,70,10,1021,5.75,25,12,14,113,113,113,0,5,8.7,météo favorable,17:40:00,07:58:00,16
2022-11-14,16,15,21,16,15,16,0.6,86,10,1020,65.875,16,14,15,119,353,116,0,5,3.7,météo défavorable,17:39:00,07:59:00,16
2022-11-15,18,13,37,15,18,16,2.5,91,10,1013,78.375,18,14,15,119,122,353,0,4,5.2,météo défavorable,17:38:00,08:01:00,14
2022-11-16,17,15,26,15,16,17,0,68,10,1010,59.125,17,12,13,116,116,122,0,4,5.2,météo correcte,17:37:00,08:02:00,15
2022-11-17,17,15,35,16,16,16,1.6,82,9.875,1011,77.25,17,14,16,353,176,353,0,4,5.2,météo défavorable,17:36:00,08:03:00,17
2022-11-18,15,13,23,14,14,14,4.1,75,9.75,1015,83.625,15,9,12,353,353,353,0,3,3.5,météo défavorable,17:35:00,08:04:00,14
2022-11-19,13,12,28,12,13,12,4.4,74,9.875,1020,82.625,13,8,9,353,353,353,0,3,3.5,météo défavorable,17:34:00,08:06:00,12
2022-11-20,15,12,40,12,15,15,1.6,87,9.75,1020,86.25,15,12,10,353,353,176,0,3,3.5,météo défavorable,17:33:00,08:07:00,12
2022-11-21,16,11,41,12,15,14,6.7,94,9.5,1020,79.25,16,14,8,176,302,353,0,3,5.2,météo défavorable,17:33:00,08:08:00,12
2022-11-22,14,12,49,13,14,14,3.2,66,9.875,1014,81.375,14,9,9,353,353,353,0,3,3.5,météo défavorable,17:32:00,08:09:00,13
2022-11-23,16,12,32,12,16,15,4.5,92,9.75,1019,67.5,16,14,11,296,353,116,0,3,7,météo défavorable,17:31:00,08:11:00,12
2022-11-24,14,11,23,12,14,14,0.5,85,9,1018,84.875,14,11,9,176,122,353,0,3,5.2,météo défavorable,17:30:00,08:12:00,13
2022-11-25,14,13,20,13,14,14,2.1,76,9.75,1028,76.375,14,9,12,122,353,176,0,3,3.4,météo défavorable,17:30:00,08:13:00,14
2022-11-26,15,10,14,10,12,12,0,85,10,1030,35.875,15,8,8,113,116,116,0,4,6.9,météo correcte,17:29:00,08:14:00,10
2022-11-27,15,10,14,10,14,15,0.1,62,10,1025,56.875,15,13,8,113,122,113,0,4,5.2,météo correcte,17:29:00,08:16:00,10
2022-11-28,14,13,31,13,13,14,3.9,72,9.875,1023,72.375,14,9,10,353,353,176,0,3,5.2,météo défavorable,17:28:00,08:17:00,14
2022-11-29,13,11,37,13,13,12,2.8,75,10,1021,77,13,9,10,353,353,176,0,3,3.4,météo défavorable,17:28:00,08:18:00,13
2022-11-30,12,7,15,8,10,12,0,90,10,1020,17.625,12,7,5,113,116,113,0,3,8.7,météo défavorable,17:27:00,08:19:00,9
2022-12-01,13,5,17,6,10,11,0,85,10,1021,4.75,13,6,2,113,113,113,0,3,8.7,météo correcte,17:27:00,08:20:00,7
2022-12-02,9,5,14,5,8,8,0,86,10,1021,24.25,9,3,2,113,113,113,0,3,6.9,météo très défavorable,17:27:00,08:21:00,6
2022-12-03,8,5,12,5,7,7,0,85,10,1015,43.5,8,3,2,113,113,122,0,2,6.9,météo très défavorable,17:26:00,08:22:00,6
2022-12-04,9,5,10,5,8,9,0.1,87,10,1013,40,9,5,4,119,119,113,0,3,5.2,météo très défavorable,17:26:00,08:24:00,5
2022-12-05,14,6,22,6,10,11,0,84,10,1017,13,14,5,2,116,113,113,0,3,8.7,météo correcte,17:26:00,08:25:00,6
2022-12-06,11,9,20,10,11,11,0,72,10,1016,90.5,11,6,7,122,116,122,0,3,5.2,météo défavorable,17:26:00,08:26:00,10
